모델명,제조/수입사,차종,유형,자동차형식,연료종류,배기량,변속형식,복합모드_CO2,복합_연비,등급,,행 레이블,평균 : 복합_연비,
싼타페(MX5) 2.5T-GDI AWD 6/7인 21인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,181,9.40 ,4등급,TRUE,,,
싼타페(MX5) 2.5T-GDI AWD 5인 21인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,175,9.70 ,4등급,TRUE,,,
싼타페(MX5) 2.5T-GDI AWD 5/6/7인 18인치타이어,현대,승용차,다목적형,내연기관,휘발유,2497,자동8,168,10.10 ,4등급,TRUE,,,
Polestar 2 Long Range Dual Motor,폴스타,승용차,일반형,전기(MCT),전기,,없음,0,4.30 ,3등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 4WD 5인 20인치,기아,승용차,다목적형,내연기관,휘발유,2497,자동8,182,9.30 ,5등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 4WD 6인 20인치,기아,승용차,다목적형,내연기관,휘발유,2497,자동8,182,9.30 ,5등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 4WD 6인 18인치,기아,승용차,다목적형,내연기관,휘발유,2497,자동8,172,9.80 ,4등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 2WD 6인 18인치,기아,승용차,다목적형,내연기관,휘발유,2497,자동8,156,10.80 ,4등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 2WD 7인 18인치,기아,승용차,다목적형,내연기관,휘발유,2497,자동8,156,10.80 ,4등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 2WD 6인 18인치(빌트인캠),기아,승용차,다목적형,내연기관,휘발유,2497,자동8,158,10.60 ,4등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 2WD 7인 18인치(빌트인캠),기아,승용차,다목적형,내연기관,휘발유,2497,자동8,158,10.60 ,4등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 2WD 5인 20인치,기아,승용차,다목적형,내연기관,휘발유,2497,자동8,166,10.10 ,4등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 2WD 6인 20인치,기아,승용차,다목적형,내연기관,휘발유,2497,자동8,166,10.10 ,4등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 4WD 5인 18인치,기아,승용차,다목적형,내연기관,휘발유,2497,자동8,170,9.90 ,4등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 4WD 7인 20인치,기아,승용차,다목적형,내연기관,휘발유,2497,자동8,182,9.30 ,5등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 4WD 7인 18인치,기아,승용차,다목적형,내연기관,휘발유,2497,자동8,172,9.80 ,4등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 2WD 7인 20인치,기아,승용차,다목적형,내연기관,휘발유,2497,자동8,166,10.10 ,4등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 2WD 5인 18인치,기아,승용차,다목적형,내연기관,휘발유,2497,자동8,156,10.80 ,4등급,TRUE,,,
쏘렌토(PE) 2.5T-GDI 2WD 5인 18인치(빌트인캠),기아,승용차,다목적형,내연기관,휘발유,2497,자동8,158,10.60 ,4등급,TRUE,,,
레이 EV 밴 1인승,기아,승용차,승용겸화물형,전기(MCT),전기,,없음,0,5.10 ,2등급,TRUE,,,
레이 EV 밴 2인승,기아,승용차,승용겸화물형,전기(MCT),전기,,없음,0,5.10 ,2등급,TRUE,,,
"Mercedes-Benz S 500 4MATIC 	",벤츠,승용차,일반형,하이브리드,휘발유,2999,자동9,190,9.10 ,5등급,TRUE,,,
토요타 Alphard Hybrid,토요타,승용차,기타형,하이브리드,휘발유,2487,무단변속,120,13.50 ,3등급,TRUE,,,
레이 EV,기아,승용차,일반형,전기(MCT),전기,,없음,0,5.10 ,2등급,TRUE,,,
GMC Sierra ,한국지엠,화물차,일반형,내연기관,휘발유,6162,자동10,262,6.60 ,5등급,TRUE,,,
Polestar 2 Long Range Single Motor,폴스타,승용차,일반형,전기(MCT),전기,,없음,0,5.10 ,2등급,TRUE,,,
GV70 2.5T-GDI AWD 21인치(24MY),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,186,9.20 ,5등급,TRUE,,,
GV70 2.5T-GDI AWD 21인치 (스포츠패키지)(24MY),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,186,9.20 ,5등급,TRUE,,,
GV70 2.5T-GDI AWD 19인치(24MY),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,176,9.70 ,4등급,TRUE,,,
GV70 2.5T-GDI AWD 19인치 (스포츠패키지)(24MY),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,176,9.70 ,4등급,TRUE,,,
GV70 2.5T-GDI AWD 18인치(빌트인캠)(24MY),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,176,9.70 ,4등급,TRUE,,,
GV70 2.5T-GDI AWD 18인치(24MY),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,174,9.80 ,4등급,TRUE,,,
GV70 2.5T-GDI 2WD 21인치(24MY),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,173,9.80 ,4등급,TRUE,,,
GV70 2.5T-GDI 2WD 21인치 (스포츠패키지)(24MY),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,173,9.80 ,4등급,TRUE,,,
GV70 2.5T-GDI 2WD 19인치(24MY),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,170,10.00 ,4등급,TRUE,,,
GV70 2.5T-GDI 2WD 19인치 (스포츠패키지)(24MY),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,170,10.00 ,4등급,TRUE,,,
GV70 2.5T-GDI 2WD 18인치(빌트인캠)(24MY),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,160,10.60 ,4등급,TRUE,,,
GV70 2.5T-GDI 2WD 18인치(24MY),현대,승용차,다목적형,내연기관,휘발유,2497,자동8,158,10.70 ,4등급,TRUE,,,
GV70 3.5T-GDI AWD 21인치[썸머](스포츠패키지)(24MY),현대,승용차,다목적형,내연기관,휘발유,3470,자동8,210,8.20 ,5등급,TRUE,,,
GV70 3.5T-GDI AWD 21인치(24MY),현대,승용차,다목적형,내연기관,휘발유,3470,자동8,207,8.30 ,5등급,TRUE,,,
GV70 3.5T-GDI AWD 21인치 (스포츠패키지)(24MY),현대,승용차,다목적형,내연기관,휘발유,3470,자동8,207,8.30 ,5등급,TRUE,,,
GV70 3.5T-GDI AWD 19인치(빌트인캠)(24MY),현대,승용차,다목적형,내연기관,휘발유,3470,자동8,202,8.50 ,5등급,TRUE,,,
GV70 3.5T-GDI AWD 19인치(24MY),현대,승용차,다목적형,내연기관,휘발유,3470,자동8,200,8.60 ,5등급,TRUE,,,
"Mercedes-Benz S 450 4MATIC	",벤츠,승용차,일반형,하이브리드,휘발유,2999,자동9,180,9.60 ,4등급,TRUE,,,
GV70 2.2디젤 2WD 21인치(24MY),현대,승용차,다목적형,내연기관,경유,2151,자동8,151,12.60 ,3등급,TRUE,,,
GV70 2.2디젤 2WD 21인치 (스포츠패키지)(24MY),현대,승용차,다목적형,내연기관,경유,2151,자동8,151,12.60 ,3등급,TRUE,,,
GV70 2.2디젤 2WD 19인치(24MY),현대,승용차,다목적형,내연기관,경유,2151,자동8,144,13.20 ,3등급,TRUE,,,
한국쓰리축1톤롱바디EV트럭(포터),주식회사 한국쓰리축,화물차,일반형,전기(MCT),전기,,없음,0,2.80 ,5등급,TRUE,,,
GV70 2.2디젤 2WD 19인치 (스포츠패키지)(24MY),현대,승용차,다목적형,내연기관,경유,2151,자동8,144,13.20 ,3등급,TRUE,,,
GV70 2.2디젤 2WD 18인치 (빌트인캠)(24MY),현대,승용차,다목적형,내연기관,경유,2151,자동8,141,13.50 ,3등급,TRUE,,,
SE-A2밴,지리쓰촨상용차 유한회사,화물차,밴형,전기(MCT),전기,,없음,0,3.80 ,4등급,TRUE,,,
GV70 2.2디젤 2WD 18인치(24MY),현대,승용차,다목적형,내연기관,경유,2151,자동8,140,13.60 ,3등급,TRUE,,,
GV70 2.2디젤 AWD 21인치(24MY),현대,승용차,다목적형,내연기관,경유,2151,자동8,160,12.00 ,3등급,TRUE,,,
GV70 2.2디젤 AWD 21인치 (스포츠패키지)(24MY),현대,승용차,다목적형,내연기관,경유,2151,자동8,160,12.00 ,3등급,TRUE,,,
GV70 2.2디젤 AWD 19인치 (24MY),현대,승용차,다목적형,내연기관,경유,2151,자동8,157,12.20 ,3등급,TRUE,,,
GV70 2.2디젤 AWD 19인치 (스포츠패키지)(24MY),현대,승용차,다목적형,내연기관,경유,2151,자동8,157,12.20 ,3등급,TRUE,,,
GV70 2.2디젤 AWD 18인치(빌트인캠)(24MY),현대,승용차,다목적형,내연기관,경유,2151,자동8,150,12.80 ,3등급,TRUE,,,
GV70 2.2디젤 AWD 18인치(24MY),현대,승용차,다목적형,내연기관,경유,2151,자동8,149,12.90 ,3등급,TRUE,,,
Q4 Sportback 40 e-tron,아우디,승용차,다목적형,전기(MCT),전기,,없음,0,4.80 ,3등급,TRUE,,,
Q4 40 e-tron,아우디,승용차,다목적형,전기(MCT),전기,,없음,0,4.70 ,3등급,TRUE,,,
Mercedes-Benz EQE350 4MATIC SUV,벤츠,승용차,다목적형,전기(MCT),전기,,없음,0,3.90 ,4등급,TRUE,,,
모닝(JA PE2)_1.0가솔린_14인치타이어_밴형,기아,승용차,승용겸화물형,내연기관,휘발유,998,자동4,108,15.10 ,경형,TRUE,,,
모닝(JA PE2)_1.0가솔린_14인치타이어,기아,승용차,일반형,내연기관,휘발유,998,자동4,108,15.10 ,경형,TRUE,,,
모닝(JA PE2)_1.0가솔린_16인치타이어,기아,승용차,일반형,내연기관,휘발유,998,자동4,112,14.70 ,경형,TRUE,,,
스포티지 2.0 LPI 19인치_24MY,기아,승용차,다목적형,내연기관,LPG,1999,자동6,146,9.00 ,5등급,TRUE,,,
스포티지 2.0 LPI 19인치 (빌트인캠) _24MY,기아,승용차,다목적형,내연기관,LPG,1999,자동6,149,8.80 ,5등급,TRUE,,,
스포티지 2.0 LPI 18인치_24MY,기아,승용차,다목적형,내연기관,LPG,1999,자동6,144,9.10 ,5등급,TRUE,,,
스포티지 2.0 LPI 18인치 (빌트인캠) _24MY,기아,승용차,다목적형,내연기관,LPG,1999,자동6,147,8.90 ,5등급,TRUE,,,
스포티지 2.0 LPI 17인치_24MY,기아,승용차,다목적형,내연기관,LPG,1999,자동6,143,9.20 ,5등급,TRUE,,,
스포티지 2.0디젤 4WD 8AT 19인치 (빌트인캠)_24MY,기아,승용차,다목적형,내연기관,경유,1998,자동8,155,12.40 ,3등급,TRUE,,,
스포티지 2.0디젤 4WD 8AT 19인치_24MY,기아,승용차,다목적형,내연기관,경유,1998,자동8,154,12.50 ,3등급,TRUE,,,
스포티지 2.0디젤 4WD 8AT 18인치 (빌트인캠)_24MY,기아,승용차,다목적형,내연기관,경유,1998,자동8,150,12.80 ,3등급,TRUE,,,
스포티지 2.0디젤 4WD 8AT 18인치_24MY,기아,승용차,다목적형,내연기관,경유,1998,자동8,149,12.90 ,3등급,TRUE,,,
스포티지 2.0디젤 4WD 8AT 17인치_24MY,기아,승용차,다목적형,내연기관,경유,1998,자동8,149,12.90 ,3등급,TRUE,,,
아반떼(PE) N 2.0 T-GDI 6MT 19인치,현대,승용차,일반형,내연기관,휘발유,1998,수동6,159,10.60 ,4등급,TRUE,,,
스포티지 2.0디젤 2WD 8AT 19인치 (빌트인캠)_24MY,기아,승용차,다목적형,내연기관,경유,1998,자동8,138,13.80 ,2등급,TRUE,,,
스포티지 2.0디젤 2WD 8AT 19인치_24MY,기아,승용차,다목적형,내연기관,경유,1998,자동8,136,14.00 ,2등급,TRUE,,,
스포티지 2.0디젤 2WD 8AT 18인치 (빌트인캠)_24MY,기아,승용차,다목적형,내연기관,경유,1998,자동8,138,13.80 ,2등급,TRUE,,,
스포티지 2.0디젤 2WD 8AT 18인치_24MY,기아,승용차,다목적형,내연기관,경유,1998,자동8,137,13.90 ,2등급,TRUE,,,
스포티지 2.0디젤 2WD 8AT 17인치_24MY,기아,승용차,다목적형,내연기관,경유,1998,자동8,131,14.50 ,2등급,TRUE,,,
스포티지 1.6T-GDI HEV 2WD(빌트인캠)_24MY,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,99,16.30 ,1등급,TRUE,,,
스포티지 1.6T-GDI HEV 2WD_24MY,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,96,16.70 ,1등급,TRUE,,,
아반떼(PE) N 2.0 T-GDI 8DCT 19인치,현대,승용차,일반형,내연기관,휘발유,1998,자동8,163,10.40 ,4등급,TRUE,,,
아반떼(PE) 1.6 가솔린 18인치 타이어,현대,승용차,일반형,내연기관,휘발유,1598,무단변속,119,13.80 ,2등급,TRUE,,,
아반떼(PE) 1.6GDI하이브리드 18인치타이어,현대,승용차,일반형,하이브리드,휘발유,1580,자동6,85,18.50 ,1등급,TRUE,,,
스포티지 1.6T-GDI HEV 4WD_24MY,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,107,15.20 ,2등급,TRUE,,,
스포티지 1.6T-GDI HEV 4WD(빌트인캠)_24MY,기아,승용차,다목적형,하이브리드,휘발유,1598,자동6,110,14.80 ,2등급,TRUE,,,
스포티지 1.6T-GDI 4WD 7DCT 19인치 (빌트인캠)_24MY,기아,승용차,다목적형,내연기관,휘발유,1598,자동7,156,10.80 ,4등급,TRUE,,,
스포티지 1.6T-GDI 4WD 7DCT 19인치_24MY,기아,승용차,다목적형,내연기관,휘발유,1598,자동7,152,11.10 ,4등급,TRUE,,,
스포티지 1.6T-GDI 4WD 7DCT 18인치 (빌트인캠)_24MY,기아,승용차,다목적형,내연기관,휘발유,1598,자동7,151,11.10 ,4등급,TRUE,,,
스포티지 1.6T-GDI 4WD 7DCT 18인치_24MY,기아,승용차,다목적형,내연기관,휘발유,1598,자동7,149,11.30 ,4등급,TRUE,,,
스포티지 1.6T-GDI 4WD 7DCT 17인치_24MY,기아,승용차,다목적형,내연기관,휘발유,1598,자동7,149,11.30 ,4등급,TRUE,,,
스포티지 1.6T-GDI 2WD 7DCT 19인치 (빌트인캠)_24MY,기아,승용차,다목적형,내연기관,휘발유,1598,자동7,142,11.80 ,3등급,TRUE,,,
스포티지 1.6T-GDI 2WD 7DCT 19인치_24MY,기아,승용차,다목적형,내연기관,휘발유,1598,자동7,139,12.00 ,3등급,TRUE,,,
스포티지 1.6T-GDI 2WD 7DCT 18인치 (빌트인캠)_24MY,기아,승용차,다목적형,내연기관,휘발유,1598,자동7,138,12.10 ,3등급,TRUE,,,
스포티지 1.6T-GDI 2WD 7DCT 18인치_24MY,기아,승용차,다목적형,내연기관,휘발유,1598,자동7,136,12.30 ,3등급,TRUE,,,
스포티지 1.6T-GDI 2WD 7DCT 17인치_24MY,기아,승용차,다목적형,내연기관,휘발유,1598,자동7,136,12.30 ,3등급,TRUE,,,
짚 글래디에이터,크라이슬러,화물차,화물,내연기관,휘발유,3604,자동8,277,6.20 ,5등급,TRUE,,,
DS3 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,111,16.80 ,1등급,TRUE,,,
ACCORD 1.5T,혼다,승용차,일반형,내연기관,휘발유,1498,무단변속,127,12.90 ,3등급,TRUE,,,
투싼 2.0디젤 AWD 8AT 18인치 (빌트인캠)(23),현대,승용차,다목적형,내연기관,경유,1998,자동8,150,12.80 ,3등급,TRUE,,,
투싼 2.0디젤 AWD 8AT 17/18인치(23),현대,승용차,다목적형,내연기관,경유,1998,자동8,149,12.90 ,3등급,TRUE,,,
투싼 2.0디젤 2WD 8AT 18인치(빌트인캠)(23),현대,승용차,다목적형,내연기관,경유,1998,자동8,135,14.10 ,2등급,TRUE,,,
투싼 2.0디젤 2WD 8AT 18인치(23),현대,승용차,다목적형,내연기관,경유,1998,자동8,134,14.20 ,2등급,TRUE,,,
투싼 2.0디젤 2WD 8AT 17인치(23),현대,승용차,다목적형,내연기관,경유,1998,자동8,131,14.50 ,2등급,TRUE,,,
투싼 1.6T-GDI 2WD 7DCT 18인치 (빌트인캠)(23),현대,승용차,다목적형,내연기관,휘발유,1598,자동7,136,12.30 ,3등급,TRUE,,,
투싼 1.6T-GDI 2WD 7DCT 17/18인치(23),현대,승용차,다목적형,내연기관,휘발유,1598,자동7,133,12.50 ,3등급,TRUE,,,
투싼 1.6T-GDI AWD 7DCT 18인치 (빌트인캠)(23),현대,승용차,다목적형,내연기관,휘발유,1598,자동7,148,11.30 ,4등급,TRUE,,,
투싼 1.6T-GDI AWD 7DCT 17/18인치(23),현대,승용차,다목적형,내연기관,휘발유,1598,자동7,145,11.60 ,3등급,TRUE,,,
투싼 1.6T-GDI 하이브리드 6AT (빌트인캠) (23),현대,승용차,다목적형,하이브리드,휘발유,1598,자동6,102,15.80 ,2등급,TRUE,,,
투싼 1.6T-GDI 하이브리드 6AT (23),현대,승용차,다목적형,하이브리드,휘발유,1598,자동6,99,16.20 ,1등급,TRUE,,,
투싼 1.6T-GDI 하이브리드 6AT 19인치 (빌트인캠)(23),현대,승용차,다목적형,하이브리드,휘발유,1598,자동6,105,15.30 ,2등급,TRUE,,,
투싼 1.6T-GDI 하이브리드 6AT 19인치 (23),현대,승용차,다목적형,하이브리드,휘발유,1598,자동6,102,15.80 ,2등급,TRUE,,,
투싼 1.6T-GDI HEV 6AT 4WD 17/18인치 빌트인캠 (23),현대,승용차,다목적형,하이브리드,휘발유,1598,자동6,108,14.90 ,2등급,TRUE,,,
투싼 1.6T-GDI HEV 6AT 4WD 17/18인치 (23),현대,승용차,다목적형,하이브리드,휘발유,1598,자동6,105,15.30 ,2등급,TRUE,,,
투싼 1.6T-GDI HEV 6AT 4WD 19인치 빌트인캠 (23),현대,승용차,다목적형,하이브리드,휘발유,1598,자동6,110,14.70 ,2등급,TRUE,,,
투싼 1.6T-GDI HEV 6AT 4WD 19인치 (23),현대,승용차,다목적형,하이브리드,휘발유,1598,자동6,107,15.10 ,2등급,TRUE,,,
Mercedes-Benz GLE 300 d 4MATIC(5seater),벤츠,승용차,다목적형,하이브리드,경유,1993,자동9,169,11.40 ,4등급,TRUE,,,
팰리세이드(PE) 2.2 디젤 2WD 7인 20인치(24MY),현대,승용차,다목적형,내연기관,경유,2199,자동8,159,12.00 ,3등급,TRUE,,,
팰리세이드(PE) 2.2 디젤 2WD 8인 20인치(24MY),현대,승용차,다목적형,내연기관,경유,2199,자동8,159,12.00 ,3등급,TRUE,,,
팰리세이드(PE) 2.2 디젤 AWD 7인 20인치(24MY),현대,승용차,다목적형,내연기관,경유,2199,자동8,170,11.40 ,4등급,TRUE,,,
팰리세이드(PE) 2.2 디젤 AWD 8인 20인치(24MY),현대,승용차,다목적형,내연기관,경유,2199,자동8,170,11.40 ,4등급,TRUE,,,
팰리세이드(PE) 3.8GDI 2WD 7인 20인치(24MY),현대,승용차,다목적형,내연기관,휘발유,3778,자동8,188,9.00 ,5등급,TRUE,,,
팰리세이드(PE) 3.8GDI 2WD 8인 20인치(24MY),현대,승용차,다목적형,내연기관,휘발유,3778,자동8,188,9.00 ,5등급,TRUE,,,
팰리세이드(PE) 3.8GDI AWD 7인 20인치(24MY),현대,승용차,다목적형,내연기관,휘발유,3778,자동8,200,8.50 ,5등급,TRUE,,,
팰리세이드(PE) 3.8GDI AWD 8인 20인치(24MY),현대,승용차,다목적형,내연기관,휘발유,3778,자동8,200,8.50 ,5등급,TRUE,,,
A6 45 TDI quattro,아우디,승용차,일반형,하이브리드,경유,2967,자동7,154,12.50 ,3등급,TRUE,,,
넥쏘 19인치 24MY,현대,승용차,다목적형,FCEV,수소,,없음,0,0.00 ,고속,,,,
넥쏘 17인치 24MY,현대,승용차,다목적형,FCEV,수소,,없음,0,0.00 ,고속,,,,
"Mercedes-Benz GLE 450 d 4MATIC Coupe	",벤츠,승용차,다목적형,하이브리드,경유,2989,자동9,188,10.40 ,4등급,TRUE,,,
Mercedes-Benz GLE 300 d 4MATIC ,벤츠,승용차,다목적형,하이브리드,경유,1993,자동9,169,11.40 ,4등급,TRUE,,,
토요타 Highlander Hybrid,토요타,승용차,다목적형,하이브리드,휘발유,2487,무단변속,117,13.80 ,2등급,TRUE,,,
더 뉴 레인지로버 스포츠 P510e,랜드로버,승용차,다목적형,PHEV,전기+휘발유,2996,자동8,38,2 / 7.6,PHEV,,,,
Mercedes-AMG GLE 53 4MATIC +(5seater),벤츠,승용차,다목적형,하이브리드,휘발유,2999,자동9,216,8.00 ,5등급,TRUE,,,
EV9 GTL 4WD 21인치 6인,기아,승용차,다목적형,전기(MCT),전기,,없음,0,3.80 ,4등급,TRUE,,,
EV9 GTL 4WD 21인치 7인,기아,승용차,다목적형,전기(MCT),전기,,없음,0,3.80 ,4등급,TRUE,,,
RS 3,아우디,승용차,일반형,내연기관,휘발유,2480,자동7,185,9.20 ,5등급,TRUE,,,
S7 TDI,아우디,승용차,일반형,하이브리드,경유,2967,자동8,168,11.50 ,4등급,TRUE,,,
BMW X5 xDrive50e,BMW,승용차,다목적형,PHEV,전기+휘발유,2998,자동8,33,2.6 / 9.4,PHEV,,,,
Mercedes-AMG GLE 53 4MATIC +,벤츠,승용차,다목적형,하이브리드,휘발유,2999,자동9,216,8.00 ,5등급,TRUE,,,
Mercedes-Benz GLE 450 4MATIC(5seater),벤츠,승용차,다목적형,하이브리드,휘발유,2999,자동9,204,8.50 ,5등급,TRUE,,,
Model Y RWD,테슬라코리아 유한회사,승용차,다목적형,전기(MCT),전기,,없음,0,5.10 ,2등급,TRUE,,,
A7 55 TFSI quattro,아우디,승용차,일반형,하이브리드,휘발유,2995,자동7,179,9.50 ,4등급,TRUE,,,
토요타 Prius PHEV,토요타,승용차,일반형,PHEV,전기+휘발유,1987,무단변속,14,5.6 / 19.4,PHEV,,,,
BMW X5 xDrive40i,BMW,승용차,다목적형,하이브리드,휘발유,2998,자동8,183,9.20 ,5등급,TRUE,,,
BMW X5 xDrive30d,BMW,승용차,다목적형,하이브리드,경유,2993,자동8,165,11.60 ,3등급,TRUE,,,
Mercedes-AMG GLE 53 4MATIC + Coupe,벤츠,승용차,다목적형,하이브리드,휘발유,2999,자동9,216,8.00 ,5등급,TRUE,,,
Mercedes-Benz GLC220 d 4MATIC ,벤츠,승용차,다목적형,하이브리드,경유,1993,자동9,134,14.10 ,2등급,TRUE,,,
Mercedes-Benz GLE 450 4MATIC ,벤츠,승용차,다목적형,하이브리드,휘발유,2999,자동9,204,8.50 ,5등급,TRUE,,,
한국쓰리축1톤롱바디EV트럭(봉고),주식회사 한국쓰리축,화물차,일반형,전기(MCT),전기,,없음,0,2.80 ,5등급,TRUE,,,
토요타 Crown Hybrid,토요타,승용차,일반형,하이브리드,휘발유,2487,무단변속,92,17.20 ,1등급,TRUE,,,
EV9 4WD 19인치 6인,기아,승용차,다목적형,전기(MCT),전기,,없음,0,3.80 ,4등급,TRUE,,,
EV9 4WD 21인치 6인,기아,승용차,다목적형,전기(MCT),전기,,없음,0,3.90 ,4등급,TRUE,,,
BMW X6 M Competition,BMW,승용차,다목적형,하이브리드,휘발유,4395,자동8,248,7.00 ,5등급,TRUE,,,
BMW X5 M Competition,BMW,승용차,다목적형,하이브리드,휘발유,4395,자동8,252,6.90 ,5등급,TRUE,,,
BMW X6 M60i xDrive,BMW,승용차,다목적형,하이브리드,휘발유,4395,자동8,219,7.80 ,5등급,TRUE,,,
BMW X5 M60i xDrive,BMW,승용차,다목적형,하이브리드,휘발유,4395,자동8,229,7.50 ,5등급,TRUE,,,
BMW X6 xDrive40i M Sport,BMW,승용차,다목적형,하이브리드,휘발유,2998,자동8,178,9.50 ,4등급,TRUE,,,
BMW X6 xDrive30d M Sport,BMW,승용차,다목적형,하이브리드,경유,2993,자동8,161,11.90 ,3등급,TRUE,,,
BMW X5 xDrive40i,BMW,승용차,다목적형,하이브리드,휘발유,2998,자동8,183,9.20 ,5등급,TRUE,,,
